suicides/100k pop,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,sex_female,sex_male,age_15-24 years,age_25-34 years,age_35-54 years,age_5-14 years,age_55-74 years,age_75+ years
0.29,7.507999999999999,10.862,0.956,71.28,0.9420000000000001,0.11800000000000001,0.237,0,1,0,0,0,1,0,0
31.91,7.513999999999999,10.878,0.96,71.5,0.941,0.222,0.191,0,1,0,0,0,0,0,1
20.3,7.513999999999999,10.878,0.96,71.5,0.941,0.222,0.191,0,1,0,0,1,0,0,0
19.33,7.513999999999999,10.878,0.96,71.5,0.941,0.222,0.191,0,1,0,0,0,0,1,0
12.63,7.513999999999999,10.878,0.96,71.5,0.941,0.222,0.191,1,0,0,0,0,0,0,1
9.95,7.513999999999999,10.878,0.96,71.5,0.941,0.222,0.191,1,0,0,0,0,0,1,0
8.75,7.513999999999999,10.878,0.96,71.5,0.941,0.222,0.191,0,1,0,1,0,0,0,0
6.6,7.513999999999999,10.878,0.96,71.5,0.941,0.222,0.191,1,0,0,0,1,0,0,0
4.81,7.513999999999999,10.878,0.96,71.5,0.941,0.222,0.191,0,1,1,0,0,0,0,0
4.53,7.513999999999999,10.878,0.96,71.5,0.941,0.222,0.191,1,0,0,1,0,0,0,0
1.68,7.513999999999999,10.878,0.96,71.5,0.941,0.222,0.191,1,0,1,0,0,0,0,0
0.93,7.513999999999999,10.878,0.96,71.5,0.941,0.222,0.191,1,0,0,0,0,1,0,0
0.0,7.513999999999999,10.878,0.96,71.5,0.941,0.222,0.191,0,1,0,0,0,1,0,0
16.32,5.024,9.186,0.91,66.08,0.6709999999999999,-0.091,0.9009999999999999,0,1,0,0,0,0,0,1
13.93,5.024,9.186,0.91,66.08,0.6709999999999999,-0.091,0.9009999999999999,0,1,0,1,0,0,0,0
12.31,5.024,9.186,0.91,66.08,0.6709999999999999,-0.091,0.9009999999999999,0,1,0,0,0,0,1,0
11.52,5.024,9.186,0.91,66.08,0.6709999999999999,-0.091,0.9009999999999999,1,0,1,0,0,0,0,0
11.44,5.024,9.186,0.91,66.08,0.6709999999999999,-0.091,0.9009999999999999,0,1,1,0,0,0,0,0
11.17,5.024,9.186,0.91,66.08,0.6709999999999999,-0.091,0.9009999999999999,0,1,0,0,1,0,0,0
4.45,5.024,9.186,0.91,66.08,0.6709999999999999,-0.091,0.9009999999999999,1,0,0,1,0,0,0,0
3.03,5.024,9.186,0.91,66.08,0.6709999999999999,-0.091,0.9009999999999999,1,0,0,0,1,0,0,0
2.78,5.024,9.186,0.91,66.08,0.6709999999999999,-0.091,0.9009999999999999,1,0,0,0,0,0,1,0
2.3,5.024,9.186,0.91,66.08,0.6709999999999999,-0.091,0.9009999999999999,1,0,0,0,0,0,0,1
1.91,5.024,9.186,0.91,66.08,0.6709999999999999,-0.091,0.9009999999999999,1,0,0,0,0,1,0,0
1.91,5.024,9.186,0.91,66.08,0.6709999999999999,-0.091,0.9009999999999999,0,1,0,0,0,1,0,0
16.99,4.996,9.191,0.8390000000000001,66.26,0.67,-0.063,0.83,0,1,1,0,0,0,0,0
14.68,4.996,9.191,0.8390000000000001,66.26,0.67,-0.063,0.83,0,1,0,0,0,0,1,0
13.97,4.996,9.191,0.8390000000000001,66.26,0.67,-0.063,0.83,0,1,0,1,0,0,0,0
12.36,4.996,9.191,0.8390000000000001,66.26,0.67,-0.063,0.83,0,1,0,0,0,0,0,1
12.06,4.996,9.191,0.8390000000000001,66.26,0.67,-0.063,0.83,0,1,0,0,1,0,0,0
10.03,4.996,9.191,0.8390000000000001,66.26,0.67,-0.063,0.83,1,0,1,0,0,0,0,0
4.74,4.996,9.191,0.8390000000000001,66.26,0.67,-0.063,0.83,1,0,0,1,0,0,0,0
2.95,4.996,9.191,0.8390000000000001,66.26,0.67,-0.063,0.83,0,1,0,0,0,1,0,0
2.82,4.996,9.191,0.8390000000000001,66.26,0.67,-0.063,0.83,1,0,0,0,0,0,1,0
2.7,4.996,9.191,0.8390000000000001,66.26,0.67,-0.063,0.83,1,0,0,0,1,0,0,0
1.56,4.996,9.191,0.8390000000000001,66.26,0.67,-0.063,0.83,1,0,0,0,0,1,0,0
1.11,4.996,9.191,0.8390000000000001,66.26,0.67,-0.063,0.83,1,0,0,0,0,0,0,1
20.61,5.297000000000001,9.236,0.8290000000000001,66.44,0.64,-0.094,0.8009999999999999,0,1,0,0,0,0,0,1
14.91,5.297000000000001,9.236,0.8290000000000001,66.44,0.64,-0.094,0.8009999999999999,0,1,1,0,0,0,0,0
14.89,5.297000000000001,9.236,0.8290000000000001,66.44,0.64,-0.094,0.8009999999999999,0,1,0,1,0,0,0,0
12.38,5.297000000000001,9.236,0.8290000000000001,66.44,0.64,-0.094,0.8009999999999999,0,1,0,0,0,0,1,0
10.11,5.297000000000001,9.236,0.8290000000000001,66.44,0.64,-0.094,0.8009999999999999,0,1,0,0,1,0,0,0
7.84,5.297000000000001,9.236,0.8290000000000001,66.44,0.64,-0.094,0.8009999999999999,1,0,1,0,0,0,0,0
4.22,5.297000000000001,9.236,0.8290000000000001,66.44,0.64,-0.094,0.8009999999999999,1,0,0,1,0,0,0,0
3.41,5.297000000000001,9.236,0.8290000000000001,66.44,0.64,-0.094,0.8009999999999999,1,0,0,0,0,0,1,0
3.32,5.297000000000001,9.236,0.8290000000000001,66.44,0.64,-0.094,0.8009999999999999,1,0,0,0,1,0,0,0
1.57,5.297000000000001,9.236,0.8290000000000001,66.44,0.64,-0.094,0.8009999999999999,0,1,0,0,0,1,0,0
1.49,5.297000000000001,9.236,0.8290000000000001,66.44,0.64,-0.094,0.8009999999999999,1,0,0,0,0,1,0,0
0.54,5.297000000000001,9.236,0.8290000000000001,66.44,0.64,-0.094,0.8009999999999999,1,0,0,0,0,0,0,1
15.42,6.022,9.225,0.779,66.62,0.737,-0.10800000000000001,0.774,0,1,0,1,0,0,0,0
15.08,6.022,9.225,0.779,66.62,0.737,-0.10800000000000001,0.774,0,1,0,0,0,0,1,0
15.08,6.022,9.225,0.779,66.62,0.737,-0.10800000000000001,0.774,0,1,1,0,0,0,0,0
12.88,6.022,9.225,0.779,66.62,0.737,-0.10800000000000001,0.774,0,1,0,0,0,0,0,1
11.24,6.022,9.225,0.779,66.62,0.737,-0.10800000000000001,0.774,0,1,0,0,1,0,0,0
7.24,6.022,9.225,0.779,66.62,0.737,-0.10800000000000001,0.774,1,0,1,0,0,0,0,0
4.65,6.022,9.225,0.779,66.62,0.737,-0.10800000000000001,0.774,1,0,0,0,0,0,0,1
4.16,6.022,9.225,0.779,66.62,0.737,-0.10800000000000001,0.774,1,0,0,1,0,0,0,0
2.93,6.022,9.225,0.779,66.62,0.737,-0.10800000000000001,0.774,1,0,0,0,1,0,0,0
2.72,6.022,9.225,0.779,66.62,0.737,-0.10800000000000001,0.774,1,0,0,0,0,0,1,0
1.5,6.022,9.225,0.779,66.62,0.737,-0.10800000000000001,0.774,0,1,0,0,0,1,0,0
1.35,6.022,9.225,0.779,66.62,0.737,-0.10800000000000001,0.774,1,0,0,0,0,1,0,0
14.9,5.837999999999999,9.244,0.8390000000000001,66.8,0.723,-0.063,0.8059999999999999,0,1,1,0,0,0,0,0
14.47,5.837999999999999,9.244,0.8390000000000001,66.8,0.723,-0.063,0.8059999999999999,0,1,0,1,0,0,0,0
10.07,5.837999999999999,9.244,0.8390000000000001,66.8,0.723,-0.063,0.8059999999999999,0,1,0,0,1,0,0,0
9.53,5.837999999999999,9.244,0.8390000000000001,66.8,0.723,-0.063,0.8059999999999999,0,1,0,0,0,0,1,0
8.73,5.837999999999999,9.244,0.8390000000000001,66.8,0.723,-0.063,0.8059999999999999,0,1,0,0,0,0,0,1
8.1,5.837999999999999,9.244,0.8390000000000001,66.8,0.723,-0.063,0.8059999999999999,1,0,1,0,0,0,0,0
5.11,5.837999999999999,9.244,0.8390000000000001,66.8,0.723,-0.063,0.8059999999999999,1,0,0,1,0,0,0,0
2.99,5.837999999999999,9.244,0.8390000000000001,66.8,0.723,-0.063,0.8059999999999999,1,0,0,0,0,0,0,1
2.35,5.837999999999999,9.244,0.8390000000000001,66.8,0.723,-0.063,0.8059999999999999,1,0,0,0,0,0,1,0
2.33,5.837999999999999,9.244,0.8390000000000001,66.8,0.723,-0.063,0.8059999999999999,1,0,0,0,1,0,0,0
1.69,5.837999999999999,9.244,0.8390000000000001,66.8,0.723,-0.063,0.8059999999999999,0,1,0,0,0,1,0,0
1.22,5.837999999999999,9.244,0.8390000000000001,66.8,0.723,-0.063,0.8059999999999999,1,0,0,0,0,1,0,0
13.8,5.795,9.304,0.818,66.96,0.7879999999999999,-0.155,0.7020000000000001,0,1,1,0,0,0,0,0
13.38,5.795,9.304,0.818,66.96,0.7879999999999999,-0.155,0.7020000000000001,0,1,0,1,0,0,0,0
11.19,5.795,9.304,0.818,66.96,0.7879999999999999,-0.155,0.7020000000000001,0,1,0,0,0,0,1,0
10.83,5.795,9.304,0.818,66.96,0.7879999999999999,-0.155,0.7020000000000001,0,1,0,0,0,0,0,1
9.54,5.795,9.304,0.818,66.96,0.7879999999999999,-0.155,0.7020000000000001,0,1,0,0,1,0,0,0
8.52,5.795,9.304,0.818,66.96,0.7879999999999999,-0.155,0.7020000000000001,1,0,1,0,0,0,0,0
4.26,5.795,9.304,0.818,66.96,0.7879999999999999,-0.155,0.7020000000000001,1,0,0,1,0,0,0,0
2.62,5.795,9.304,0.818,66.96,0.7879999999999999,-0.155,0.7020000000000001,1,0,0,0,1,0,0,0
2.16,5.795,9.304,0.818,66.96,0.7879999999999999,-0.155,0.7020000000000001,1,0,0,0,0,1,0,0
2.08,5.795,9.304,0.818,66.96,0.7879999999999999,-0.155,0.7020000000000001,0,1,0,0,0,1,0,0
1.92,5.795,9.304,0.818,66.96,0.7879999999999999,-0.155,0.7020000000000001,1,0,0,0,0,0,0,1
1.5,5.795,9.304,0.818,66.96,0.7879999999999999,-0.155,0.7020000000000001,1,0,0,0,0,0,1,0
16.41,5.961,9.344,0.785,67.12,0.825,-0.084,0.73,0,1,1,0,0,0,0,0
13.38,5.961,9.344,0.785,67.12,0.825,-0.084,0.73,0,1,0,1,0,0,0,0
11.28,5.961,9.344,0.785,67.12,0.825,-0.084,0.73,0,1,0,0,0,0,1,0
11.04,5.961,9.344,0.785,67.12,0.825,-0.084,0.73,0,1,0,0,0,0,0,1
9.44,5.961,9.344,0.785,67.12,0.825,-0.084,0.73,0,1,0,0,1,0,0,0
8.31,5.961,9.344,0.785,67.12,0.825,-0.084,0.73,1,0,1,0,0,0,0,0
4.52,5.961,9.344,0.785,67.12,0.825,-0.084,0.73,1,0,0,1,0,0,0,0
2.73,5.961,9.344,0.785,67.12,0.825,-0.084,0.73,1,0,0,0,1,0,0,0
2.52,5.961,9.344,0.785,67.12,0.825,-0.084,0.73,0,1,0,0,0,1,0,0
1.86,5.961,9.344,0.785,67.12,0.825,-0.084,0.73,1,0,0,0,0,0,0,1
1.82,5.961,9.344,0.785,67.12,0.825,-0.084,0.73,1,0,0,0,0,1,0,0
1.57,5.961,9.344,0.785,67.12,0.825,-0.084,0.73,1,0,0,0,0,0,1,0
12.91,6.019,9.377,0.8009999999999999,67.28,0.787,-0.191,0.6459999999999999,0,1,0,0,0,0,0,1
10.58,6.019,9.377,0.8009999999999999,67.28,0.787,-0.191,0.6459999999999999,0,1,1,0,0,0,0,0
8.89,6.019,9.377,0.8009999999999999,67.28,0.787,-0.191,0.6459999999999999,0,1,0,1,0,0,0,0
8.1,6.019,9.377,0.8009999999999999,67.28,0.787,-0.191,0.6459999999999999,0,1,0,0,0,0,1,0
6.22,6.019,9.377,0.8009999999999999,67.28,0.787,-0.191,0.6459999999999999,1,0,1,0,0,0,0,0
6.04,6.019,9.377,0.8009999999999999,67.28,0.787,-0.191,0.6459999999999999,0,1,0,0,1,0,0,0
2.42,6.019,9.377,0.8009999999999999,67.28,0.787,-0.191,0.6459999999999999,1,0,0,1,0,0,0,0
1.87,6.019,9.377,0.8009999999999999,67.28,0.787,-0.191,0.6459999999999999,0,1,0,0,0,1,0,0
1.78,6.019,9.377,0.8009999999999999,67.28,0.787,-0.191,0.6459999999999999,1,0,0,0,1,0,0,0
1.39,6.019,9.377,0.8009999999999999,67.28,0.787,-0.191,0.6459999999999999,1,0,0,0,0,0,1,0
1.34,6.019,9.377,0.8009999999999999,67.28,0.787,-0.191,0.6459999999999999,1,0,0,0,0,0,0,1
1.34,6.019,9.377,0.8009999999999999,67.28,0.787,-0.191,0.6459999999999999,1,0,0,0,0,1,0,0
13.55,5.946000000000001,9.399,0.831,67.44,0.7190000000000001,-0.16699999999999998,0.6609999999999999,0,1,0,0,0,0,0,1
11.05,5.946000000000001,9.399,0.831,67.44,0.7190000000000001,-0.16699999999999998,0.6609999999999999,0,1,1,0,0,0,0,0
9.67,5.946000000000001,9.399,0.831,67.44,0.7190000000000001,-0.16699999999999998,0.6609999999999999,0,1,0,1,0,0,0,0
8.87,5.946000000000001,9.399,0.831,67.44,0.7190000000000001,-0.16699999999999998,0.6609999999999999,0,1,0,0,0,0,1,0
8.53,5.946000000000001,9.399,0.831,67.44,0.7190000000000001,-0.16699999999999998,0.6609999999999999,0,1,0,0,1,0,0,0
5.34,5.946000000000001,9.399,0.831,67.44,0.7190000000000001,-0.16699999999999998,0.6609999999999999,1,0,1,0,0,0,0,0
2.61,5.946000000000001,9.399,0.831,67.44,0.7190000000000001,-0.16699999999999998,0.6609999999999999,1,0,0,1,0,0,0,0
1.79,5.946000000000001,9.399,0.831,67.44,0.7190000000000001,-0.16699999999999998,0.6609999999999999,0,1,0,0,0,1,0,0
1.78,5.946000000000001,9.399,0.831,67.44,0.7190000000000001,-0.16699999999999998,0.6609999999999999,1,0,0,0,0,0,1,0
1.2,5.946000000000001,9.399,0.831,67.44,0.7190000000000001,-0.16699999999999998,0.6609999999999999,1,0,0,0,0,1,0,0
1.2,5.946000000000001,9.399,0.831,67.44,0.7190000000000001,-0.16699999999999998,0.6609999999999999,1,0,0,0,1,0,0,0
0.43,5.946000000000001,9.399,0.831,67.44,0.7190000000000001,-0.16699999999999998,0.6609999999999999,1,0,0,0,0,0,0,1
20.91,5.9639999999999995,9.384,0.856,67.6,0.8009999999999999,-0.114,0.6659999999999999,0,1,0,0,0,0,0,1
15.68,5.9639999999999995,9.384,0.856,67.6,0.8009999999999999,-0.114,0.6659999999999999,0,1,1,0,0,0,0,0
14.31,5.9639999999999995,9.384,0.856,67.6,0.8009999999999999,-0.114,0.6659999999999999,0,1,0,1,0,0,0,0
12.45,5.9639999999999995,9.384,0.856,67.6,0.8009999999999999,-0.114,0.6659999999999999,0,1,0,0,0,0,1,0
11.18,5.9639999999999995,9.384,0.856,67.6,0.8009999999999999,-0.114,0.6659999999999999,0,1,0,0,1,0,0,0
7.6,5.9639999999999995,9.384,0.856,67.6,0.8009999999999999,-0.114,0.6659999999999999,1,0,1,0,0,0,0,0
4.36,5.9639999999999995,9.384,0.856,67.6,0.8009999999999999,-0.114,0.6659999999999999,1,0,0,1,0,0,0,0
2.45,5.9639999999999995,9.384,0.856,67.6,0.8009999999999999,-0.114,0.6659999999999999,1,0,0,0,1,0,0,0
2.36,5.9639999999999995,9.384,0.856,67.6,0.8009999999999999,-0.114,0.6659999999999999,1,0,0,0,0,0,1,0
2.23,5.9639999999999995,9.384,0.856,67.6,0.8009999999999999,-0.114,0.6659999999999999,0,1,0,0,0,1,0,0
2.07,5.9639999999999995,9.384,0.856,67.6,0.8009999999999999,-0.114,0.6659999999999999,1,0,0,0,0,0,0,1
1.79,5.9639999999999995,9.384,0.856,67.6,0.8009999999999999,-0.114,0.6659999999999999,1,0,0,0,0,1,0,0
19.94,5.7010000000000005,8.873,0.878,62.92,0.6829999999999999,-0.055999999999999994,0.807,0,1,0,1,0,0,0,0
16.06,5.7010000000000005,8.873,0.878,62.92,0.6829999999999999,-0.055999999999999994,0.807,0,1,1,0,0,0,0,0
14.8,5.7010000000000005,8.873,0.878,62.92,0.6829999999999999,-0.055999999999999994,0.807,0,1,0,0,0,0,0,1
14.51,5.7010000000000005,8.873,0.878,62.92,0.6829999999999999,-0.055999999999999994,0.807,0,1,0,0,1,0,0,0
11.43,5.7010000000000005,8.873,0.878,62.92,0.6829999999999999,-0.055999999999999994,0.807,0,1,0,0,0,0,1,0
10.45,5.7010000000000005,8.873,0.878,62.92,0.6829999999999999,-0.055999999999999994,0.807,1,0,1,0,0,0,0,0
5.01,5.7010000000000005,8.873,0.878,62.92,0.6829999999999999,-0.055999999999999994,0.807,1,0,0,1,0,0,0,0
3.41,5.7010000000000005,8.873,0.878,62.92,0.6829999999999999,-0.055999999999999994,0.807,1,0,0,0,1,0,0,0
1.47,5.7010000000000005,8.873,0.878,62.92,0.6829999999999999,-0.055999999999999994,0.807,1,0,0,0,0,0,1,0
1.24,5.7010000000000005,8.873,0.878,62.92,0.6829999999999999,-0.055999999999999994,0.807,1,0,0,0,0,0,0,1
0.68,5.7010000000000005,8.873,0.878,62.92,0.6829999999999999,-0.055999999999999994,0.807,0,1,0,0,0,1,0,0
0.57,5.7010000000000005,8.873,0.878,62.92,0.6829999999999999,-0.055999999999999994,0.807,1,0,0,0,0,1,0,0
28.36,5.296,8.887,0.7170000000000001,63.24,0.639,-0.015,0.785,0,1,0,1,0,0,0,0
20.42,5.296,8.887,0.7170000000000001,63.24,0.639,-0.015,0.785,0,1,0,0,1,0,0,0
20.26,5.296,8.887,0.7170000000000001,63.24,0.639,-0.015,0.785,0,1,0,0,0,0,0,1
18.71,5.296,8.887,0.7170000000000001,63.24,0.639,-0.015,0.785,0,1,0,0,0,0,1,0
16.51,5.296,8.887,0.7170000000000001,63.24,0.639,-0.015,0.785,0,1,1,0,0,0,0,0
9.62,5.296,8.887,0.7170000000000001,63.24,0.639,-0.015,0.785,1,0,1,0,0,0,0,0
4.57,5.296,8.887,0.7170000000000001,63.24,0.639,-0.015,0.785,1,0,0,1,0,0,0,0
2.37,5.296,8.887,0.7170000000000001,63.24,0.639,-0.015,0.785,1,0,0,0,0,0,0,1
2.3,5.296,8.887,0.7170000000000001,63.24,0.639,-0.015,0.785,1,0,0,0,0,0,1,0
2.04,5.296,8.887,0.7170000000000001,63.24,0.639,-0.015,0.785,1,0,0,0,1,0,0,0
1.29,5.296,8.887,0.7170000000000001,63.24,0.639,-0.015,0.785,1,0,0,0,0,1,0,0
0.69,5.296,8.887,0.7170000000000001,63.24,0.639,-0.015,0.785,0,1,0,0,0,1,0,0
28.18,5.191,8.908,0.747,63.56,0.636,-0.078,0.735,0,1,0,0,0,0,0,1
25.65,5.191,8.908,0.747,63.56,0.636,-0.078,0.735,0,1,0,1,0,0,0,0
18.77,5.191,8.908,0.747,63.56,0.636,-0.078,0.735,0,1,0,0,1,0,0,0
18.49,5.191,8.908,0.747,63.56,0.636,-0.078,0.735,0,1,1,0,0,0,0,0
13.25,5.191,8.908,0.747,63.56,0.636,-0.078,0.735,0,1,0,0,0,0,1,0
8.81,5.191,8.908,0.747,63.56,0.636,-0.078,0.735,1,0,1,0,0,0,0,0
5.38,5.191,8.908,0.747,63.56,0.636,-0.078,0.735,1,0,0,1,0,0,0,0
4.17,5.191,8.908,0.747,63.56,0.636,-0.078,0.735,1,0,0,0,1,0,0,0
1.13,5.191,8.908,0.747,63.56,0.636,-0.078,0.735,1,0,0,0,0,0,0,1
0.73,5.191,8.908,0.747,63.56,0.636,-0.078,0.735,1,0,0,0,0,1,0,0
0.7,5.191,8.908,0.747,63.56,0.636,-0.078,0.735,0,1,0,0,0,1,0,0
0.56,5.191,8.908,0.747,63.56,0.636,-0.078,0.735,1,0,0,0,0,0,1,0
29.94,6.8389999999999995,8.883,0.7340000000000001,63.88,0.6709999999999999,-0.10300000000000001,0.648,0,1,0,1,0,0,0,0
20.39,6.8389999999999995,8.883,0.7340000000000001,63.88,0.6709999999999999,-0.10300000000000001,0.648,0,1,0,0,1,0,0,0
18.4,6.8389999999999995,8.883,0.7340000000000001,63.88,0.6709999999999999,-0.10300000000000001,0.648,0,1,0,0,0,0,0,1
16.88,6.8389999999999995,8.883,0.7340000000000001,63.88,0.6709999999999999,-0.10300000000000001,0.648,0,1,0,0,0,0,1,0
16.26,6.8389999999999995,8.883,0.7340000000000001,63.88,0.6709999999999999,-0.10300000000000001,0.648,0,1,1,0,0,0,0,0
9.0,6.8389999999999995,8.883,0.7340000000000001,63.88,0.6709999999999999,-0.10300000000000001,0.648,1,0,1,0,0,0,0,0
5.57,6.8389999999999995,8.883,0.7340000000000001,63.88,0.6709999999999999,-0.10300000000000001,0.648,1,0,0,1,0,0,0,0
2.27,6.8389999999999995,8.883,0.7340000000000001,63.88,0.6709999999999999,-0.10300000000000001,0.648,1,0,0,0,1,0,0,0
2.17,6.8389999999999995,8.883,0.7340000000000001,63.88,0.6709999999999999,-0.10300000000000001,0.648,1,0,0,0,0,0,0,1
1.92,6.8389999999999995,8.883,0.7340000000000001,63.88,0.6709999999999999,-0.10300000000000001,0.648,1,0,0,0,0,0,1,0
0.89,6.8389999999999995,8.883,0.7340000000000001,63.88,0.6709999999999999,-0.10300000000000001,0.648,1,0,0,0,0,1,0,0
0.43,6.8389999999999995,8.883,0.7340000000000001,63.88,0.6709999999999999,-0.10300000000000001,0.648,0,1,0,0,0,1,0,0
23.24,6.74,8.9,0.757,64.2,0.669,-0.064,0.6940000000000001,0,1,0,1,0,0,0,0
15.3,6.74,8.9,0.757,64.2,0.669,-0.064,0.6940000000000001,0,1,0,0,0,0,1,0
14.89,6.74,8.9,0.757,64.2,0.669,-0.064,0.6940000000000001,0,1,0,0,0,0,0,1
13.58,6.74,8.9,0.757,64.2,0.669,-0.064,0.6940000000000001,0,1,1,0,0,0,0,0
13.03,6.74,8.9,0.757,64.2,0.669,-0.064,0.6940000000000001,0,1,0,0,1,0,0,0
7.08,6.74,8.9,0.757,64.2,0.669,-0.064,0.6940000000000001,1,0,1,0,0,0,0,0
3.91,6.74,8.9,0.757,64.2,0.669,-0.064,0.6940000000000001,1,0,0,1,0,0,0,0
2.8,6.74,8.9,0.757,64.2,0.669,-0.064,0.6940000000000001,1,0,0,0,1,0,0,0
2.08,6.74,8.9,0.757,64.2,0.669,-0.064,0.6940000000000001,1,0,0,0,0,0,0,1
1.06,6.74,8.9,0.757,64.2,0.669,-0.064,0.6940000000000001,1,0,0,0,0,1,0,0
0.8,6.74,8.9,0.757,64.2,0.669,-0.064,0.6940000000000001,1,0,0,0,0,0,1,0
0.15,6.74,8.9,0.757,64.2,0.669,-0.064,0.6940000000000001,0,1,0,0,0,1,0,0
24.83,4.7410000000000005,8.933,0.731,64.4,0.747,-0.126,0.7070000000000001,0,1,0,1,0,0,0,0
19.34,4.7410000000000005,8.933,0.731,64.4,0.747,-0.126,0.7070000000000001,0,1,0,0,0,0,0,1
19.11,4.7410000000000005,8.933,0.731,64.4,0.747,-0.126,0.7070000000000001,0,1,1,0,0,0,0,0
15.02,4.7410000000000005,8.933,0.731,64.4,0.747,-0.126,0.7070000000000001,0,1,0,0,1,0,0,0
13.13,4.7410000000000005,8.933,0.731,64.4,0.747,-0.126,0.7070000000000001,0,1,0,0,0,0,1,0
8.25,4.7410000000000005,8.933,0.731,64.4,0.747,-0.126,0.7070000000000001,1,0,1,0,0,0,0,0
5.32,4.7410000000000005,8.933,0.731,64.4,0.747,-0.126,0.7070000000000001,1,0,0,1,0,0,0,0
3.03,4.7410000000000005,8.933,0.731,64.4,0.747,-0.126,0.7070000000000001,1,0,0,0,1,0,0,0
2.97,4.7410000000000005,8.933,0.731,64.4,0.747,-0.126,0.7070000000000001,1,0,0,0,0,0,0,1
1.87,4.7410000000000005,8.933,0.731,64.4,0.747,-0.126,0.7070000000000001,1,0,0,0,0,1,0,0
1.8,4.7410000000000005,8.933,0.731,64.4,0.747,-0.126,0.7070000000000001,0,1,0,0,0,1,0,0
0.79,4.7410000000000005,8.933,0.731,64.4,0.747,-0.126,0.7070000000000001,1,0,0,0,0,0,1,0
26.85,5.934,8.956,0.8059999999999999,64.6,0.6829999999999999,-0.155,0.7859999999999999,0,1,0,1,0,0,0,0
20.63,5.934,8.956,0.8059999999999999,64.6,0.6829999999999999,-0.155,0.7859999999999999,0,1,0,0,0,0,1,0
19.7,5.934,8.956,0.8059999999999999,64.6,0.6829999999999999,-0.155,0.7859999999999999,0,1,0,0,0,0,0,1
17.11,5.934,8.956,0.8059999999999999,64.6,0.6829999999999999,-0.155,0.7859999999999999,0,1,0,0,1,0,0,0
16.18,5.934,8.956,0.8059999999999999,64.6,0.6829999999999999,-0.155,0.7859999999999999,0,1,1,0,0,0,0,0
8.75,5.934,8.956,0.8059999999999999,64.6,0.6829999999999999,-0.155,0.7859999999999999,1,0,1,0,0,0,0,0
5.28,5.934,8.956,0.8059999999999999,64.6,0.6829999999999999,-0.155,0.7859999999999999,1,0,0,1,0,0,0,0
2.58,5.934,8.956,0.8059999999999999,64.6,0.6829999999999999,-0.155,0.7859999999999999,1,0,0,0,1,0,0,0
1.9,5.934,8.956,0.8059999999999999,64.6,0.6829999999999999,-0.155,0.7859999999999999,1,0,0,0,0,0,0,1
1.69,5.934,8.956,0.8059999999999999,64.6,0.6829999999999999,-0.155,0.7859999999999999,0,1,0,0,0,1,0,0
1.44,5.934,8.956,0.8059999999999999,64.6,0.6829999999999999,-0.155,0.7859999999999999,1,0,0,0,0,1,0,0
1.03,5.934,8.956,0.8059999999999999,64.6,0.6829999999999999,-0.155,0.7859999999999999,1,0,0,0,0,0,1,0
23.17,6.325,8.974,0.8270000000000001,64.8,0.716,-0.15,0.772,0,1,0,1,0,0,0,0
22.25,6.325,8.974,0.8270000000000001,64.8,0.716,-0.15,0.772,0,1,0,0,1,0,0,0
21.24,6.325,8.974,0.8270000000000001,64.8,0.716,-0.15,0.772,0,1,0,0,0,0,0,1
19.38,6.325,8.974,0.8270000000000001,64.8,0.716,-0.15,0.772,0,1,0,0,0,0,1,0
12.57,6.325,8.974,0.8270000000000001,64.8,0.716,-0.15,0.772,0,1,1,0,0,0,0,0
6.64,6.325,8.974,0.8270000000000001,64.8,0.716,-0.15,0.772,1,0,1,0,0,0,0,0
4.43,6.325,8.974,0.8270000000000001,64.8,0.716,-0.15,0.772,1,0,0,1,0,0,0,0
2.54,6.325,8.974,0.8270000000000001,64.8,0.716,-0.15,0.772,1,0,0,0,1,0,0,0
1.76,6.325,8.974,0.8270000000000001,64.8,0.716,-0.15,0.772,1,0,0,0,0,0,1,0
1.14,6.325,8.974,0.8270000000000001,64.8,0.716,-0.15,0.772,1,0,0,0,0,1,0,0
0.94,6.325,8.974,0.8270000000000001,64.8,0.716,-0.15,0.772,0,1,0,0,0,1,0,0
0.0,6.325,8.974,0.8270000000000001,64.8,0.716,-0.15,0.772,1,0,0,0,0,0,0,1
21.59,5.857,8.986,0.7979999999999999,65.0,0.778,-0.19399999999999998,0.7809999999999999,0,1,0,0,0,0,0,1
18.55,5.857,8.986,0.7979999999999999,65.0,0.778,-0.19399999999999998,0.7809999999999999,0,1,0,1,0,0,0,0
14.49,5.857,8.986,0.7979999999999999,65.0,0.778,-0.19399999999999998,0.7809999999999999,0,1,0,0,1,0,0,0
14.25,5.857,8.986,0.7979999999999999,65.0,0.778,-0.19399999999999998,0.7809999999999999,0,1,0,0,0,0,1,0
8.03,5.857,8.986,0.7979999999999999,65.0,0.778,-0.19399999999999998,0.7809999999999999,0,1,1,0,0,0,0,0
7.84,5.857,8.986,0.7979999999999999,65.0,0.778,-0.19399999999999998,0.7809999999999999,1,0,0,0,0,0,0,1
5.05,5.857,8.986,0.7979999999999999,65.0,0.778,-0.19399999999999998,0.7809999999999999,1,0,1,0,0,0,0,0
